
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF17aaahrni,AT2016dxt,05:21:41.58,-04:11:10.4,1155.90,g,17.1049,-,7.667,0.86,6.807,CV,-,-21.84195955,0.827
ZTF17aaaikab,AT2019bgj,07:44:31.43,+48:26:30.4,1122.01,g,15.7679,-,>299.783,>294.2,5.583,CV,-,28.47279154,0.155
ZTF17aaaocpq,AT2018gsn,05:54:53.60,+46:26:21.6,892.78,r,14.8478,-,101.54,74.182,27.358,AGN,-,10.40718271,0.585
ZTF17aaaukqn,AT2018fsl,01:48:53.10,+54:21:44.5,364.91,g,17.1019,-,8.202,1.215,6.987,CV,-,-7.57148894,0.484
ZTF17aaavjfv,AT2019uxc,05:22:59.10,+19:28:14.0,798.80,r,18.5274,-,9.724,2.769,6.955,CV,-,-9.43183139,1.267
ZTF18aaabltn,AT2018gkr,08:17:26.41,+10:12:10.1,900.70,r,17.2781,-,>28.059,16.059,>12,AGN,-,23.69093082,0.082
ZTF18aaakpoh,AT2018ldx,01:40:24.35,+38:24:09.6,1624.66,r,17.9524,-,>107.277,>1.96,105.317,AGN,-,-23.4744085,0.157
ZTF18aaaorhy,AT2018lvl,13:11:40.68,+56:08:35.0,1200.95,g,18.229,-,297.826,206.251,91.575,AGN,-,60.75791014,0.041
ZTF18aaaphrw,-,05:30:12.68,+19:18:05.0,1291.69,r,17.0814,-,9.746,2.606,7.14,CV,-,-8.09321675,1.341
ZTF18aabfxpw,AT2018kfz,05:06:44.48,+54:01:22.4,471.76,r,17.302,-,10.819,2.113,8.706,CV,-,7.95441004,1.35
ZTF18aabiote,AT2018gxf,07:25:08.31,+11:55:21.6,1639.67,g,16.9147,-,>0.02,>0.02,>0,CV,-,12.81416133,0.192
ZTF18aabkjfv,AT2018iee,07:36:57.02,+58:46:13.4,431.88,r,17.1449,-,>19.802,>9,10.802,AGN,-,28.74703387,0.16
ZTF18aabvmws,AT2018hvu,11:42:52.24,+26:32:26.4,427.04,r,18.0756,-,>3.05,>3.05,>0,AGN?,-,74.70470098,0.067
ZTF18aabvpbb,AT2018gqq,08:12:36.58,+16:19:44.9,864.71,g,17.5165,-,>7.055,>0,>7.055,CV,-,25.11387025,0.097
ZTF18aacdydz,AT2018joc,09:35:45.07,+32:01:59.1,1684.82,r,17.9207,-,>46.95,>13,>33.95,AGN,-,47.52904754,0.05
ZTF18aachojf,AT2017bn,08:39:49.65,+48:47:01.4,243.66,r,17.995,-,>209.319,20.969,>188.35,AGN,-,37.59822258,0.085
ZTF18aaddhpb,-,09:39:39.71,+37:57:05.9,876.86,g,18.4905,-,30.851,20.962,9.889,AGN,-,48.63573268,0.049
ZTF18aadnqwz,-,06:36:01.10,+50:42:15.5,359.97,r,18.2041,-,33.06,8.227,24.833,AGN,-,18.36003714,0.324
ZTF18aadygpb,AT2018gtf,06:16:23.45,+43:56:30.3,431.87,r,18.8873,-,57.823,57.803,0.02,AGN?,-,12.63892492,0.491
ZTF18aaeauzu,AT2019crc,10:19:49.49,+33:22:03.7,534.87,r,16.5068,-,>39.849,>0,>39.849,AGN,-,56.8541039,0.075
ZTF18aaeraoq,AT2018lva,10:33:59.47,+35:55:09.1,770.99,r,18.6454,-,403.499,319.975,83.524,AGN,-,59.59567216,0.061
ZTF18aafeiiy,AT2019ln,08:37:32.70,+28:42:18.7,1201.95,r,18.065,-,33.757,8.284,25.473,AGN,-,34.58614537,0.121
ZTF18aafjeeu,AT2019bvm,10:14:10.46,+42:23:47.5,618.71,r,18.1984,-,>83.84,>83.84,>0,AGN,-,54.68085738,0.044
ZTF18aaflcyp,AT2018kgy,08:47:23.87,+11:21:54.0,480.92,r,18.2477,-,57.395,10.971,46.424,AGN,-,30.84623644,0.091
ZTF18aagqhrw,AT2016iaz,06:43:39.56,+21:09:58.6,890.73,g,17.9492,-,>5.19,>0.07,>5.12,CV,-,7.84441603,0.343
ZTF18aagrsry,AT2018cvo,13:19:37.81,+40:23:09.8,558.72,r,18.3808,-,>341.461,>340.93,0.531,AGN,-,75.517971,0.046
ZTF18aaheszr,AT2018ifz,09:23:43.00,+22:54:32.5,1496.97,r,15.198,-,>247.71,>24.96,>222.75,AGN,-,43.07854983,0.12
ZTF18aahfohe,AT2018bbm,12:16:07.10,+50:49:29.7,575.87,r,16.2379,-,324.336,107.18,217.156,AGN,-,65.37068916,0.07
ZTF18aahjbii,-,13:00:22.18,+28:24:02.7,1526.03,r,17.4019,-,>98.123,>0.002,>98.121,AGN,-,87.64999092,0.029
ZTF18aahjdnz,AT2018lvi,13:18:23.77,+33:47:37.3,245.69,r,18.999,-,26.14,21.789,4.351,AGN,-,81.16326555,0.039
ZTF18aahjjuh,AT2018jcn,14:17:00.81,+44:56:06.4,449.06,r,17.7565,-,>44.803,>0.05,>44.753,AGN,-,65.32375548,0.024
ZTF18aahmkac,AT2019blw,11:58:18.01,+10:03:22.5,543.80,g,18.8292,-,68.879,19.152,49.727,AGN,-,68.82595666,0.076
ZTF18aahpbal,AT2018luo,09:36:41.04,+10:14:16.0,221.70,r,17.9762,-,>348.15,>7.01,>341.14,AGN,-,41.24026842,0.094
ZTF18aahqrur,AT2018lho,09:47:33.24,+10:05:08.7,1693.69,r,18.0229,-,>187.777,162.727,>25.05,AGN,-,43.53952802,0.074
ZTF18aahtkze,AT2018bje,11:14:19.24,+34:28:43.7,911.75,r,18.6347,-,>36.882,3.782,>33.1,AGN,-,67.95546193,0.049
ZTF18aahtnlt,AT2018ihf,11:45:10.26,+30:47:17.1,908.83,g,17.6845,-,63.125,3.792,59.333,AGN,-,75.06606409,0.06
ZTF18aahvcby,AT2018bjn,12:16:00.02,+12:41:14.0,230.73,r,18.0218,-,25.643,10.168,15.475,AGN,-,73.34457703,0.096
ZTF18aahxamc,AT2018irk,11:53:26.24,+35:56:53.6,434.97,r,18.2325,-,>19.687,>10.98,8.707,AGN,-,74.8456686,0.06
ZTF18aaixulp,AT2018eaf,17:27:23.45,+31:57:41.4,973.97,g,17.1206,-,>6.251,>0.09,>6.161,CV,-,30.80474185,0.116
ZTF18aajarpg,-,15:54:40.28,+36:29:51.9,1064.70,g,18.6956,-,>218.627,152.667,>65.96,AGN,-,50.34711916,0.057
ZTF18aajiwdu,AT2018lux,12:06:29.68,+43:32:19.0,991.68,g,18.6146,-,655.102,479.412,175.69,AGN,-,71.24415791,0.039
ZTF18aajnqmp,AT2018cce,13:15:55.17,+21:25:21.5,1551.03,r,17.7627,-,287.62,201.589,86.031,AGN,-,82.02282533,0.081
ZTF18aajupnt,AT2018dyk,15:33:08.02,+44:32:08.3,326.67,g,18.6561,-,>110.619,48.639,>61.98,AGN,-,53.39376746,0.055
ZTF18aakaaza,AT2018bjd,08:21:04.64,+41:21:08.5,227.66,r,18.8476,-,>23.051,2.991,>20.06,AGN,-,33.77656511,0.139
ZTF18aakehpc,AT2018fsv,13:45:21.02,+53:33:40.0,363.66,g,17.8802,-,>10.385,10.385,>0,AGN,-,61.75094466,0.028
ZTF18aakgzwi,AT2019agf,16:21:45.09,+54:27:23.6,855.08,r,17.3106,-,>18.908,>3.02,15.888,AGN,-,43.26848951,0.026
ZTF18aakkvea,AT2018lvn,13:14:04.99,+15:30:54.3,1540.05,r,17.428,-,>321.7,221.94,>99.76,AGN,-,77.25091038,0.065
ZTF18aakvxqj,AT2018gsw,17:04:05.74,+66:49:59.2,909.04,g,17.7237,-,>6.035,>0.05,>5.985,CV,-,35.25935102,0.079
ZTF18aalataf,AT2018lun,18:22:35.64,+41:48:13.6,1683.99,g,16.8486,-,>9.823,>0.08,>9.743,CV,-,22.78215154,0.203
ZTF18aalsiji,AT2018lns,14:50:26.66,+58:39:44.8,1383.71,r,17.8063,-,15.887,15.874,0.013,AGN,-,52.3088933,0.031
ZTF18aamfsxv,AT2018mr,14:28:11.38,+16:28:51.8,1427.68,r,18.1195,-,>8.815,8.745,>0.07,AGN,-,65.21105527,0.07
ZTF18aamgcbt,AT2018ddt,14:11:05.91,+41:09:20.8,311.68,r,18.8122,-,>15.951,10.961,>4.99,AGN,-,68.45155907,0.027
ZTF18aammlba,AT2018gqu,18:51:52.58,+42:34:57.6,1044.85,g,18.4502,-,6.761,2.009,4.752,CV,-,17.8960706,0.251
ZTF18aamxzjx,AT2018ffh,15:19:21.65,+59:08:23.6,470.01,g,16.723,-,>4.702,>0,>4.702,AGN,-,49.12227022,0.028
ZTF18aamyexb,-,12:32:37.47,+66:24:52.3,257.75,r,18.052,-,>37.832,9.852,>27.98,AGN,-,50.60530208,0.045
ZTF18aanlzzf,AT2021aeuk,16:12:59.83,+42:19:40.2,731.63,r,17.9269,-,>136.338,69.368,>66.97,AGN,-,46.5976162,0.039
ZTF18aaojsvk,AT2018igb,18:24:08.87,+46:40:17.1,575.97,r,17.2731,-,32.083,2.978,29.105,AGN,-,23.84389385,0.137
ZTF18aaqdlxt,AT2018cvz,11:36:50.10,+25:50:52.4,295.74,r,18.9223,-,>13.763,13.763,>0,AGN,-,73.2735432,0.064
ZTF18aaqduja,AT2018ciu,13:20:42.77,+60:15:25.7,375.62,r,17.1966,-,139.13,38.781,100.349,AGN,-,56.49597582,0.058
ZTF18aaqiivp,AT2018ebb,18:32:49.70,+53:40:21.9,1044.85,g,16.8216,-,143.736,60.344,83.392,AGN,-,24.21277724,0.097
ZTF18aaqjcvv,-,07:49:41.74,+20:14:45.8,1689.66,g,16.9835,-,>7.498,>0,>7.498,CV,-,21.57825789,0.1
ZTF18aaqkdwf,SN2018fhd,13:17:26.41,+44:56:50.6,347.71,g,18.9659,-,>32.766,32.766,>0,AGN?,-,71.43774453,0.064
ZTF18aaqlblz,AT2018hvd,11:38:49.62,+57:42:43.5,1699.95,g,18.0537,-,>104.614,>74.94,29.674,AGN,-,56.8483027,0.027
ZTF18aaqxbvf,AT2020dep,14:30:40.58,+36:49:03.9,1217.97,r,17.8355,-,>1.788,>0,>1.788,AGN,-,66.92295705,0.021
ZTF18aarbgrh,AT2018jot,10:04:47.62,+14:46:45.5,939.70,r,16.9193,-,314.711,64.865,249.846,AGN,-,49.39563564,0.094
ZTF18aardpmx,AT2019bls,11:09:18.04,+49:47:53.5,538.78,g,18.9688,-,17.684,15.442,2.242,AGN,-,60.06954728,0.058
ZTF18aarhaog,AT2019aahy,16:02:23.60,+36:06:35.1,977.90,r,18.7047,-,>242.17,>242.17,>0,AGN,-,48.78738315,0.066
ZTF18aarrwmi,-,16:05:02.46,+33:05:44.9,1233.02,r,17.8111,-,>412.949,>16.96,395.989,AGN,-,48.07323657,0.089
ZTF18aarszsc,AT2019hah,16:18:00.74,+67:03:56.2,680.76,r,18.5053,-,52.29,19.821,32.469,AGN,-,39.43136561,0.099
ZTF18aaspova,AT2018lur,17:36:37.29,+72:05:31.1,811.60,g,18.2651,-,>45.618,37.638,>7.98,AGN,-,31.44311013,0.087
ZTF18aasxahh,AT2020aaga,14:05:45.17,+27:25:15.8,1600.91,g,18.4723,-,241.814,217.21,24.604,AGN,-,73.49958288,0.056
ZTF18aavjoas,AT2019hjc,15:43:10.44,+04:55:30.4,1454.67,g,17.4176,-,>4.29,>1.96,2.33,CV,-,43.49863747,0.145
ZTF18aavmrqy,AT2018lvm,13:11:44.21,+20:01:11.8,1730.72,r,18.1083,-,>223.733,179.703,>44.03,AGN,-,81.50780535,0.06
ZTF18aavqadc,AT2019opz,15:39:48.09,+61:13:56.3,721.77,r,18.9536,-,>2.926,2.926,>0,AGN,-,45.85282966,0.043
ZTF18aavskyg,AT2018ceg,15:33:14.29,+15:01:02.9,675.73,r,18.2646,-,56.224,19.504,36.72,AGN,-,50.55883793,0.13
ZTF18aavtklk,AT2018ljc,16:28:08.12,+63:49:25.1,872.95,g,17.4664,-,161.515,141.78,19.735,AGN,-,39.71884421,0.062
ZTF18aawdoyf,AT2021lau,14:59:33.10,+15:27:41.2,1551.05,r,17.6807,-,169.775,93.535,76.24,AGN,-,58.07849515,0.09
ZTF18aawjxgs,AT2019fdb,16:52:27.93,+45:11:09.0,1065.83,r,18.708,-,>3.921,>0.11,3.811,CV,-,39.39572507,0.048
ZTF18aawrmhl,AT2018ctp,19:45:27.72,+44:29:56.2,1491.76,g,18.614,-,>19.015,>12.94,6.075,CV,-,9.86601827,0.551
ZTF18aawrmvo,AT2018hua,19:47:24.32,+48:58:57.2,1188.66,g,17.7276,-,>6.01,>0.04,>5.97,CV,-,11.70214013,0.371
ZTF18aawuzxa,-,18:03:32.29,+41:49:09.6,976.87,r,18.9409,-,74.316,51.119,23.197,AGN,-,26.20997073,0.089
ZTF18aaxnnev,AT2018lnf,11:31:07.09,+11:58:59.2,1505.03,r,18.3129,-,>0,>0,>0,AGN,-,65.83178696,0.119
ZTF18aaxrkqy,AT2019cgc,13:35:06.54,+34:12:34.3,829.05,g,17.5962,-,365.403,232.924,132.479,AGN,-,78.25151049,0.022
ZTF18aaxryfw,AT2018llq,17:04:46.49,+38:02:06.0,1502.67,r,17.8459,-,258.178,38.64,219.538,AGN,-,36.55146238,0.078
ZTF18aaxtmeg,AT2019mbw,15:57:48.05,+07:05:42.6,693.73,g,18.5095,-,>7.119,2.179,>4.94,CV,-,41.54776089,0.111
ZTF18aaxxyhp,AT2018com,18:07:49.15,+35:53:00.5,284.84,r,18.6335,-,18.372,11.986,6.386,AGN,-,23.8086049,0.103
ZTF18aaybtnt,AT2018fsj,17:51:49.62,+15:18:28.2,1382.88,g,18.1266,-,>5.979,>2.02,3.959,CV,-,19.94686843,0.281
ZTF18aaybvhx,AT2018lnl,17:51:13.70,+34:43:38.2,581.02,r,18.4539,-,37.713,27.717,9.996,AGN,-,26.72600483,0.093
ZTF18aayigdr,AT2018irh,11:50:00.58,+35:03:56.6,1550.99,g,17.6565,-,>12.524,12.504,>0.02,AGN,-,74.66794639,0.057
ZTF18aaylbyr,AT2018ciz,15:42:13.91,+18:35:00.0,608.84,r,17.6429,-,47.816,23.833,23.983,AGN,-,49.93301847,0.105
ZTF18aayltmt,AT2018esc,16:48:21.83,+14:57:16.2,880.04,r,17.3207,-,47.607,24.114,23.493,AGN,-,33.88586004,0.195
ZTF18aayoxjs,AT2018efi,21:25:43.92,+63:23:17.9,324.97,r,17.1974,-,>8.183,>1.04,7.143,CV?,-,9.15510989,1.852
ZTF18aazcuno,AT2018crm,19:48:47.60,+48:52:23.7,329.84,r,18.7023,-,89.662,52.764,36.898,AGN,-,11.44955649,0.402
ZTF18aazppgf,AT2022dvm,15:03:32.08,+29:50:23.9,1637.95,r,18.2444,-,239.852,235.864,3.988,AGN,-,60.94541255,0.058
ZTF18aazvajy,AT2016cnq,21:26:55.56,+20:08:26.3,1737.93,g,17.7025,-,>4.98,>0.01,>4.97,CV,-,-21.5540294,0.242
ZTF18abakxep,AT2019dec,12:27:22.56,+30:05:33.0,592.77,r,18.5669,-,22.957,9.293,13.664,AGN?,-,83.94542334,0.047
ZTF18abbcyzh,AT2019hwf,18:50:46.77,+22:04:32.9,653.86,g,16.6314,-,11.418,0.725,10.693,CV?,-,10.0055835,0.662
ZTF18abbhlxk,-,19:19:10.03,+44:09:37.4,1016.76,r,17.1462,-,16.175,11.576,4.599,AGN,-,13.92260585,0.244
ZTF18abchinz,AT2019hqs,19:53:52.09,+62:48:06.7,671.91,r,18.2343,-,68.676,12.718,55.958,AGN,-,17.22490866,0.267
ZTF18abckxfb,AT2016cya,17:49:21.78,+19:44:22.9,1094.67,g,18.4298,-,>6.715,>0,>6.715,CV,-,22.21821554,0.211
ZTF18abcohew,AT2018hfw,18:44:30.79,+22:04:27.3,1348.92,r,17.5262,-,30.037,20.037,10,AGN,-,11.31944498,0.605
ZTF18abcysck,AT2018luz,19:03:59.32,+32:32:37.3,296.88,g,18.6317,-,8.515,1.316,7.199,CV,-,11.78442177,0.313
ZTF18abdiasx,SN2019fmm,22:26:48.46,+35:31:07.0,602.00,r,16.1791,-,>11.473,>0,>11.473,AGN?,-,-18.65996867,0.396
ZTF18abedgvo,AT2018lnk,15:43:27.02,+07:54:41.9,527.04,g,18.4676,-,>60.756,13.906,>46.85,AGN,-,45.02653347,0.142
ZTF18abehrdw,AT2018kfw,23:55:26.95,+48:54:41.4,1167.72,r,17.6212,-,>104.213,>97.79,6.423,CV,-,-12.93691807,0.449
ZTF18abfgtcf,AT2018iqs,11:07:47.84,+71:05:32.3,441.03,r,18.7687,-,>14.316,>8.02,6.296,AGN,-,43.69242156,0.078
ZTF18abhdxwz,AT2019pty,17:56:13.84,+02:55:13.2,733.67,g,15.6296,-,>7.008,>0,>7.008,CV,-,13.6079273,0.567
ZTF18abhqaxd,AT2018eax,23:14:03.43,+52:22:16.5,1414.91,g,18.9102,-,>6.567,>0,>6.567,CV,-,-7.69638546,0.663
ZTF18abhqcfi,AT2018lqv,00:13:01.03,+51:13:58.6,800.73,g,18.5154,-,6.773,2.783,3.99,CV,-,-11.18195916,0.446
ZTF18abjcyha,AT2018gwh,23:17:02.43,+79:20:12.7,665.95,r,18.6188,-,290.086,280.902,9.184,CV,-,17.28999927,0.657
ZTF18abjdnoh,AT2018fga,18:53:03.87,+27:50:27.7,1628.04,r,16.8237,-,>225.24,222.25,>2.99,AGN,-,11.96837549,0.432
ZTF18abjjkeo,AT2020hle,11:07:42.87,+74:38:02.1,978.76,r,18.4077,-,34.878,12.061,22.817,AGN?,-,40.6756597,0.191
ZTF18abjqaxg,-,19:05:17.85,+27:46:15.6,1032.83,r,18.3977,-,380.632,372.534,8.098,CV,-,9.48969911,0.603
ZTF18abjrdjs,AT2018lqm,20:27:15.18,+22:10:15.6,1403.88,g,17.8632,-,>31.965,>23,8.965,CV?,-,-9.35439063,0.859
ZTF18abjrdzt,AT2018eff,20:28:30.27,+51:02:13.7,692.84,r,17.6287,-,>7.543,>0,>7.543,CV,-,7.1548544,1.493
ZTF18abjyjfe,AT2019aaim,15:55:07.93,+19:11:32.5,1372.82,r,17.0059,-,5.04,1.04,4,AGN,-,47.27196799,0.105
ZTF18abjzaic,AT2018epk,16:49:42.69,+23:04:58.2,330.69,g,17.6792,-,>7.334,1.274,>6.06,CV,-,36.40374786,0.156
ZTF18abkhqhk,AT2018emm,20:45:11.39,+08:45:26.0,697.89,r,18.1829,-,376.447,369.398,7.049,CV,-,-20.45390504,0.235
ZTF18abkojhi,AT2018icj,20:44:04.25,+28:33:09.3,1274.05,r,15.5073,-,>748.598,>329.03,419.568,AGN,-,-8.68293904,0.944
ZTF18abkxfou,AT2018epl,19:58:19.23,+43:00:28.3,775.70,r,18.5501,-,>8.091,>0,>8.091,CV,-,7.11068104,1.579
ZTF18ablfqxm,AT2018enh,23:47:47.78,+53:13:49.9,332.96,g,18.5322,-,10.34,0.532,9.808,CV,-,-8.45696412,0.721
ZTF18ablookq,AT2018maf,18:07:51.44,+65:09:35.5,334.81,g,16.663,-,>1287.365,>0,>1287.365,CV,-,28.9775322,0.134
ZTF18ablpcfv,AT2019dtk,19:09:21.09,-20:01:03.1,1349.90,g,17.6377,-,>206.471,>200.32,6.151,CV,-,-12.79009376,0.417
ZTF18ablrlbm,AT2018fce,16:52:51.42,+17:26:50.9,912.02,r,17.4129,-,>80.989,>56.96,24.029,AGN,-,33.82641832,0.188
ZTF18ablrlog,AT2018fac,18:15:33.41,+24:20:35.1,336.74,g,17.6721,-,9.852,4.509,5.343,CV,-,18.3239194,0.413
ZTF18ablsaka,AT2018kpd,22:12:52.38,+46:51:15.2,475.63,r,18.4751,-,>7.97,>1,>6.97,CV,-,-7.81522923,0.646
ZTF18ablusuz,AT2018faa,19:06:29.87,-08:38:00.2,582.94,r,18.2033,-,>5.98,>0,>5.98,CV,-,-7.25147759,0.857
ZTF18ablvazp,AT2018euc,00:02:06.15,+49:26:06.4,1430.91,g,17.3474,-,>6.327,>0.03,>6.297,CV,-,-12.65082465,0.304
ZTF18ablvxdg,AT2016fie,21:19:08.53,+09:20:39.1,1169.67,r,17.3133,-,>334.074,>202.73,131.344,AGN,-,-26.97227574,0.241
ZTF18ablwhde,AT2018fag,22:05:21.80,+16:43:17.4,1510.71,g,17.434,-,>4.028,>0,>4.028,CV,-,-30.46390097,0.14
ZTF18ablwrch,AT2018etr,17:24:47.43,-17:52:25.1,1363.90,r,18.2942,-,>6.98,>0,>6.98,CV,-,9.94577061,0.983
ZTF18ablwvcy,AT2018lpv,19:19:00.68,+36:01:34.0,1473.78,g,17.0043,-,6.018,3.017,3.001,CV,-,10.47472463,0.347
ZTF18abmanuy,AT2018jlh,19:52:38.13,+03:43:50.9,986.92,g,17.7018,-,>189.365,>183.33,6.035,CV,-,-11.80986394,0.447
ZTF18abmbdbg,AT2018evg,17:31:25.15,+20:08:06.4,340.82,g,16.1433,-,6.423,0.787,5.636,CV,-,26.28400822,0.158
ZTF18abmefij,AT2018fpg,20:20:30.27,+07:34:27.7,1070.80,r,17.2904,-,144.042,60.137,83.905,AGN,-,-15.91329454,0.382
ZTF18abmfpyr,AT2017cfh,18:49:04.41,+14:50:44.9,1164.62,r,17.5473,-,>5.675,>0,>5.675,CV,-,7.2216511,1.292
ZTF18abmiqsz,AT2016dix,20:16:16.89,+15:12:25.7,575.02,g,17.1168,-,>0,>0,>0,CV,-,-11.01780046,0.48
ZTF18abmiwau,AT2018fdc,19:01:21.33,+47:17:03.3,342.83,r,16.5464,-,8.616,0.737,7.879,CV,-,17.99350111,0.151
ZTF18abmjija,AT2018ikq,21:38:33.43,+32:05:05.7,1305.97,r,16.3259,-,141.743,86.493,55.25,AGN,-,-15.08147286,0.423
ZTF18abmqrwk,AT2018fii,20:00:02.48,+14:56:32.7,344.84,g,16.0981,-,3.426,0.584,2.842,CV,-,-7.81624152,0.658
ZTF18abmsaqj,AT2018kim,19:12:21.82,+79:07:21.2,730.80,g,18.1271,-,>7.982,>3,4.982,CV,-,25.62501075,0.176
ZTF18abmsxzs,AT2017hhn,19:08:51.19,+46:03:46.4,1114.72,g,18.1197,-,>6.288,>0.04,>6.248,CV,-,16.34836903,0.154
ZTF18abmxatl,AT2018fea,17:51:59.44,+17:29:43.8,346.67,g,16.2958,-,9.977,0.506,9.471,CV,-,20.78094886,0.199
ZTF18abnbnoa,AT2018kph,21:07:18.51,+32:34:02.0,1531.64,r,17.9424,-,>7.195,>2,5.195,CV,-,-9.99817482,0.64
ZTF18abnouoo,AT2019dtj,17:20:12.67,-18:11:16.5,1476.65,g,17.1163,-,>9.931,>0,>9.931,CV,-,10.68538227,0.915
ZTF18abnuhuy,AT2018fzo,21:36:15.31,+20:02:07.2,854.61,r,17.8678,-,228.923,106.692,122.231,AGN,-,-23.23936952,0.312
ZTF18abnurff,AT2018ffy,23:37:23.58,+51:31:13.0,348.91,r,18.3457,-,7.754,0.325,7.429,CV,-,-9.68157252,0.75
ZTF18abnvjws,AT2018lus,17:24:35.47,+45:20:14.7,355.77,r,18.5921,-,11.828,4.359,7.469,AGN?,-,33.76288801,0.074
ZTF18abnvwgk,AT2018fgd,18:52:56.93,+22:17:57.6,349.72,g,15.8625,-,7.026,0.433,6.593,CV,-,9.64794839,0.759
ZTF18abnyktn,AT2018fjz,20:34:59.24,+24:36:20.7,349.87,g,16.1359,-,9.895,0.475,9.42,CV,-,-9.40584017,0.408
ZTF18aboerpp,AT2018fjl,06:55:49.53,+40:00:01.1,1509.95,r,16.4296,-,32.205,13.061,19.144,AGN,-,17.82771912,0.23
ZTF18aboevpz,AT2021qaf,18:49:47.94,-21:03:04.6,1370.94,r,17.5995,-,7.724,0.701,7.023,CV?,-,-9.08214516,0.88
ZTF18abojong,AT2018fjr,19:59:51.40,+06:16:36.0,1349.92,g,17.758,-,>360.707,>356.98,3.727,CV,-,-12.14221514,0.33
ZTF18aboshoe,AT2019rdp,22:49:53.35,+50:13:01.1,1400.93,r,17.3862,-,>6.285,>0.02,>6.265,CV,-,-8.09651389,0.644
ZTF18abotthj,AT2018jlu,01:13:50.07,-14:50:44.4,1412.92,r,16.3873,-,>40.084,>0,>40.084,AGN,-,-76.65705401,0.058
ZTF18abotzrm,AT2019aacj,17:25:53.71,-18:45:34.1,973.86,r,18.9175,-,>836.921,324.151,>512.77,CV,-,9.24452379,1.8
ZTF18abqcsdq,AT2018fpk,19:21:41.09,-10:21:48.3,360.73,r,17.934,-,6.351,2.32,4.031,CV,-,-11.37515053,0.62
ZTF18abqzouu,AT2020qok,02:16:17.98,-12:06:26.8,1422.96,g,18.4138,-,>23.337,>0,>23.337,AGN,-,-65.07442203,0.062
ZTF18abrnttt,AT2018fpl,20:10:29.26,-14:44:36.3,678.81,g,18.047,-,>9.17,>3.04,>6.13,CV,-,-24.02012175,0.53
ZTF18abrqfjs,AT2018fmq,07:47:42.61,+41:19:01.2,359.97,r,16.4633,-,>3.779,>0,>3.779,CV,-,27.61539564,0.119
ZTF18abrwwzs,AT2018fsg,19:01:44.26,+22:07:59.8,361.76,r,17.7786,-,2.877,1.079,1.798,CV,-,7.74484614,1.265
ZTF18abrxhun,AT2016gjv,19:04:39.16,-11:37:25.8,1328.92,r,17.9798,-,>5.822,>0,>5.822,CV,-,-8.16987644,1.049
ZTF18abrxrms,AT2018fuv,19:23:31.31,+43:28:52.2,360.78,r,17.6921,-,6.337,1.079,5.258,CV,-,12.92428453,0.287
ZTF18abrzevn,AT2019byp,17:57:25.25,+26:50:28.2,1077.75,g,18.0299,-,86.408,40.444,45.964,AGN,-,23.0368361,0.183
ZTF18absanfq,AT2018fpd,21:23:05.54,+15:08:48.5,361.73,g,17.8716,-,5.83,1.286,4.544,CV?,-,-24.12492572,0.227
ZTF18absdddn,AT2018fqg,17:34:45.06,+11:35:18.0,362.71,g,18.9358,-,15.531,10.963,4.568,CV,-,22.20451473,0.395
ZTF18absekpz,AT2017aca,17:46:29.32,-05:20:45.8,1316.98,r,16.3756,-,>7.557,>2.02,5.537,CV?,-,11.84643481,2.161
ZTF18absewls,AT2018fqf,17:49:06.90,+08:06:09.8,513.04,r,17.7951,-,>0,>0,>0,AGN,-,17.51365191,0.441
ZTF18absgmhg,AT2018jke,22:43:11.01,+03:28:04.9,435.61,r,17.6546,-,14.158,1.939,12.219,AGN,-,-46.49075494,0.228
ZTF18abshnzy,AT2018abk,06:49:41.24,+27:17:12.5,1274.73,g,17.5886,-,>10.001,>4.06,5.941,CV,-,11.71265293,0.26
ZTF18absiejw,AT2018gfz,18:29:29.93,+06:43:47.8,1468.67,g,17.4627,-,21.953,17.895,4.058,CV,-,7.92737171,0.873
ZTF18absioqj,AT2018inc,19:35:14.48,+38:16:11.0,773.62,g,17.5178,-,>418.904,409.904,>9,CV,-,8.60873923,0.579
ZTF18absjiej,AT2018fuw,19:28:47.11,+34:50:17.5,366.73,g,18.7342,-,>9.868,3.858,>6.01,CV,-,8.16227407,0.42
ZTF18abskbng,AT2017ffy,22:03:02.92,+36:25:33.3,1131.76,g,18.3192,-,>10.561,>3.98,6.581,CV,-,-15.1056318,0.426
ZTF18absmdtd,AT2018ikl,18:34:25.38,+17:14:53.7,430.62,g,18.6086,-,>2.97,>0,>2.97,CV,-,11.4347014,0.841
ZTF18absmoql,AT2018fsi,20:22:21.25,+20:29:35.7,1418.84,g,17.5073,-,>6.871,>0.08,>6.791,CV,-,-9.350058,0.467
ZTF18absmpcp,AT2017cfk,17:12:52.35,-05:01:40.4,636.82,r,18.3769,-,24.888,4.717,20.171,AGN,-,19.24939726,1.662
ZTF18absnibc,AT2018fsk,20:46:04.61,+22:44:53.0,367.78,g,16.407,-,5.627,0.987,4.64,CV,-,-12.55168592,0.37
ZTF18absrffm,AT2018ftw,17:20:56.62,+07:48:33.7,368.73,g,16.9224,-,>4.989,2.089,>2.9,CV,-,23.64949341,0.452
